,price,S(m2),bedrooms,WCs,Address,Direction,news_code,date,content,title,link
445,"
														410 nghìn														/tháng													",150,,," Đường Điện Biên Phủ, Phường 15, Bình Thạnh, Hồ Chí Minh",, 76621, 05:11 09/03/2022,"* Cho thuê văn phòng tại tòa nhà Dreamplex 195 Building, tọa lạc ngay mặt tiền đường Điện Biên Phủ, Phường 15, quận Bình Thạnh. 
- Quy mô: 2 hầm, 10 tầng. 
- Diện tích cho thuê: 150 - 200 - 350m2. 
- Giá thuê: 410 nghìn/m2/th. 
- Phí quản lý: 67 nghìn/m2. 

* Tòa nhà có đầy đủ các tiện ích: 
- Thang máy hiện đại, nhanh chóng. 
- Hệ thống PCCC tự động, tiêu chuẩn. 
- Hệ thống máy phát điện dự phòng 100% công suất, đảm bảo quá trình làm việc liên tục. 
- Hệ thống máy lạnh âm trần, đèn chiếu sáng đầy đủ. 
- Môi trường làm việc chuyên nghiệp. 
- An ninh 24/7. 
- Có bảo vệ, sảnh lễ tân. 
- Hầm để xe rộng rãi. 
- Vị trí giao thông thuận tiện. 

Liên hệ ban quản lý: 0935.619.793 - 0906.391.898 - Zalo. Mr Quốc.","Cho thuê văn phòng Dreamplex 195, Điện Biên Phủ, Bình Thạnh, 150 - 200 m2. LH: 0906.391.898 - Zalo",https://batdongsan.vn/cho-thue-van-phong-dreamplex-195-dien-bien-phu-binh-thanh-150-200-m2-lh-0906391898-zalo-r76621
446,"
														Thỏa thuận																											",3000,,," Đường Quốc lộ 3, Phường Đồng Tiến, Phổ Yên, Thái Nguyên",, 75165, 12:14 08/03/2022,"Chúng tôi cần cho thuê 3.000m2 kho xưởng tại SamSung, huyện Phổ Yên, tỉnh Thái Nguyên. 
- Vị trí vô cùng thuận lợi: Cổng trước là Quốc Lộ 3, đường nhựa nội khu rộng 12m cả mặt trước và sau xưởng, 
- Xưởng xây dựng cao ráo, rất sạch sẽ, thoáng mát. 
- Xe container đi lại thoải mái, đỗ ngay cửa. 
- Hệ thống điện, nước được cung cấp đầy đủ tới đầu xưởng. 
- Linh hoạt cho thuê xưởng với giá rất mềm. 
Gọi ngay: Mr Trung 0961 050 262 để được tư vấn phương án phù hợp nhất.","Cho thuê kho xưởng tiêu chuẩn 3000m2 tại Samsung, Phổ Yên, Thái Nguyên",https://batdongsan.vn/cho-thue-kho-xuong-tieu-chuan-3000m2-tai-samsung-pho-yen-thai-nguyen-r75165
447,"
														6.2 triệu														/tháng													",45,,," Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",, 77304, 13:43 09/03/2022,"Chính chủ cho thuê VP tại tòa building 8 tầng + hầm, thiết kế vuông vắn, cửa kính thông thoáng, chân tòa là Vinmat + tiện lợi. 
+ Thang máy, hầm xe, điều hòa, internet. 
+ BQL, bảo vệ 24/24, kĩ thuật xử lý sự cố nhanh chóng. 

+ VT: Vị trí gần các cung đường huyết mạch trung tâm Q. Cầu Giấy, mặt phố Trung Kính, Hoàng Quốc Việt, Quan Hoa. 
+ Vị trí đắc địa sầm uất, tập trung nhiều tòa văn phòng lớn, ngân hàng, quán ăn, cafe. 

- LHCC: 094.159.2828 (Kim Ngân). Gọi ngay giá tốt. 
* Đặc biệt: Dịch vụ tốt, Miễn phí gửi 3 xe, Thanh toán linh hoạt, giờ làm việc thoải mái T7& CN. 
+ Có xuất hoá đơn cho KH cần và hỗ trợ khách hàng thủ tục ĐKKD.","Văn phòng giá rẻ từ 4.5tr/th tại Cầu Giấy, mặt phố Trung Kính, 25-50m2 tòa building đủ tiện ích, DV",https://batdongsan.vn/van-phong-gia-re-tu-45trth-tai-cau-giay-mat-pho-trung-kinh-25-50m2-toa-building-du-tien-ich-dv-r77304
448,"
														37 triệu														/tháng													",416,,," Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",, 74811, 08:52 08/03/2022,"Cần cho thuê nhà kho, xưởng sản xuất. 
416m2 (16x26m) trống suốt. 
Nền bê tông, mái cao 7m. 
Xây dựng kiên cố, điện 3fa nước thủy cục. 
Hẻm xe tải 6m thông, tân kỳ tân quý, kế bên eon tân phú. 
Giá 37tr/th (giá rẻ nhất thị trường hiện nay). 
Lh xem và thuê ngay, còn nhiều kho to nhỏ khác.","Kho, xưởng SX 416m2 như hình giá rẻ, hẻm Tân Kỳ Tân Quý",https://batdongsan.vn/kho-xuong-sx-416m2-nhu-hinh-gia-re-hem-tan-ky-tan-quy-r74811
449,"
														Thỏa thuận																											",500,4,6," Dự án Regal Maison Phú Yên, Đường Hùng Vương, Phường 9, Tuy Hòa, Phú Yên",, 63242, 17:03 02/03/2022,"Regal Maison Phu Yen là dự án nhà phố thương mại (shophouse) hạng sang chuẩn 5 sao quốc tế ấn tượng bậc nhất Việt Nam, thuộc thương hiệu Regal Homes của Đất Xanh Miền Trung. Regal Maison Phu Yen kiêu kỳ như những tòa lâu đài châu Âu trứ danh sừng sững dành riêng cho giới hoàng tộc, là địa điểm tuyệt vời để kinh doanh và nghỉ dưỡng trên đại lộ Hùng Vương, phóng tầm mắt nhìn ra bãi biển xinh đẹp. 

Địa chỉ: Đại lộ Hùng Vương - Phường 9 - Xã Bình Kiến - TP. Tuy Hòa - Phú Yên. 

Sở hữu shophouse 5 sao chuẩn quốc tế Regal Maison Phu Yen với hàng loạt ưu đãi hấp dẫn nhất từ chủ đầu tư: 

- Đầu tư sinh lời chỉ từ 1 tỷ (Thanh toán phần còn lại sau 15/6). 
- Siêu chiết khấu lên đến 19%. 
- Hỗ trợ vay ngân hàng đến 60% giá trị căn nhà. 
- Ân hạn nợ gốc và ưu đãi lãi suất 0% trong vòng 24 tháng. 
- Nhượng quyền khai thác lợi nhuận đến 90%. 
- Tặng gói hoàn thiện nội thất trị giá 200 triệu đồng. 
- Chiết khấu 1% cho khách hàng hộ khẩu Phú Yên. 
- Tặng gói du lịch Family 100 triệu đồng. 

Những điểm ưu việt chỉ có tại Regal Maison Phu Yen: 

- Dự án có pháp lý hoàn thiện (có sổ hồng lâu dài từng căn), đã được xây dựng hoàn thiện trước khi mở bán. 
- Vị trí kim cương trên đại lộ Hùng Vương, sở hữu 3 tuyến đường nội khu thông thẳng ra biển. 
- Quy tụ hệ vật liệu cao cấp và đắt đỏ bậc nhất thị trường, mang đến chất lượng bền bỉ ấn tượng hàng trăm năm. 
- Kiến trúc lâu đài độc đáo với chiều cao 21m vượt khổ, mái vòm 8m thông tầng ấn tượng. 
Regal Maison không chỉ mang lại một không gian sống đẳng cấp bậc nhất Việt Nam mà là một cơ hội đầu tư cực hấp dẫn dành cho cộng đồng tinh hoa. 

Vị trí của Regal Maison Phu Yen: 
Vị trí trên đại lộ Hùng Vương giữa lòng thành phố Tuy Hòa nhìn ra bãi biển mang đến cho shophouse lâu đài Regal Maison Phu Yen khả năng tiếp cận tất cả tiện ích giải trí, giáo dục, văn hóa, tài chính,... Trung tâm chỉ trong vài phút di chuyển, tạo thành một cộng đồng tinh hoa, giao lưu, hợp tác và phát triển phồn thịnh. 

Kiến trúc sang trọng chuẩn quốc tế. 

100% đá Marble Travertine (Tây Ban Nha). 
Đá Marble Nero Marquina (Tây Ban Nha). 
Kính hộp hai lớp phủ Low - E mềm dày 24mm. 
Khung cửa nhôm Technal - Pháp. 
Cửa cuốn thông minh Austdoor (Úc). 
Phụ kiện cửa CMECH Mỹ. 
Thang máy Mitsubishi. 
Sơn đá Kikusui Nhật Bản. 

Liên hệ ngay để được tư vấn thông tin chi tiết về dự án! 

Đơn vị phát triển: Regal Homes Chủ đầu tư dự án: Dat Xanh Mien Trung Group.",Sở hữu shophouse cao hơn 21m đẳng cấp quốc tế - Regal Maison Phú Yên - Chỉ từ 1 tỷ đồng,https://batdongsan.vn/so-huu-shophouse-cao-hon-21m-dang-cap-quoc-te-regal-maison-phu-yen-chi-tu-1-ty-dong-r63242
450,"
														Thỏa thuận																											",154,,," Dự án Regal Maison Phú Yên, Đường Hùng Vương, Xã Bình Kiến, Tuy Hòa, Phú Yên",, 66269, 21:18 03/03/2022,"- Sự kiện mở bán chính thức Shophouse Regal Maison - Tặng gói nội thất 200 triệu chiết khấu lên đến 19% cho 10 khách hàng may mắn đầu tiên. 
- Toạ lạc ngay Đại Lộ Hùng Vương 42m - tuyến đường biển huyết mạch kết nối từ trung tâm Thành Phố đến sân bay Tuy Hoà đi Quy Nhơn. 
- Cách bãi biển 800m2. 
- Xây dưng 5 tầng. 
- Diện tích 7x22= 154m2 (520m2 sàn xây dựng). 

- Cách Vincom chỉ 5 phút đi xe. 
- Regal Maison Liền kề khu tiện ích thương mại dịch vụ và các dự án trọng điểm: Thera Premium Rosa Alba Vincom Shophouse, Shophouse Apec Mandala, Seahara, The Light, Seahara, Kallias, Regal Maison, Khu Đô Thị An Phú. 

Chính sách ưu đãi hấp dẫn: 
- Ngân hàng hỗ trợ vay lên đến 60% (ăn hạn nợ gốc trong vòng 2 năm), thời gian vay lên đến 35 năm. 
- Khai thác cho thuê lại 80 triệu /1 tháng. 
- Cam kết vận hành cho thuê. 
----------------------- 
Thông tin liên hệ: 0949468234.",Chính thức mở bán shophouse thương mại Regal Maison - Đại Lộ Hùng Vương - trung tâm TP Tuy Hòa,https://batdongsan.vn/chinh-thuc-mo-ban-shophouse-thuong-mai-regal-maison-dai-lo-hung-vuong-trung-tam-tp-tuy-hoa-r66269
451,"
														1.55 tỷ																											",69,,, KIỆT 150 NGỰ BÌNH,, 80701, 09:10 23/04/2022,"Diện tích: 69,5m2, QH mở đường Đào Tấn ngay trước mặt lô đất. 
????G-iá: 1,5x tỷ (x tl chính chủ) 
Vị trí: Thuộc phường Phước Vĩnh, ngay trung tâm TP, khu vực cao ráo không sợ lụt lội, dân cư xung quanh hòa đồng thân thiện, nhà cửa sát nhau không dính lăng mộ...
Sổ đỏ chính chủ, công chứng ngay.
SĐT liên hệ: 0702638191 ( IB XEM ĐẤT ) EM NHI","ĐẤT NGỰ BÌNH, THÀNH PHỐ HUẾ",https://batdongsan.vn/dat-ngu-binh-thanh-pho-hue-r80701
452,"
														20 tỷ																											",144,4,4," Dự án Vinhomes Imperia Hải Phòng, Phường Thượng Lý, Hồng Bàng, Hải Phòng",, 76130, 21:14 08/03/2022,"Do công việc cần bán biệt thự song lập Venice 144m2 KĐT Vinhomes Imperia Hải Phòng, đã hoàn thiện cơ bản 60% có thang máy. 
VEN. 144m2 (12x12m). 
Hướng: Tây tứ trạch. 
Xây dựng: 87,5m2/sàn x 3.5 tầng. 
Giá: 20 tỷ công chứng. 
Trung Nam 0933684422.","Bán biệt thự song lập Vinhomes - Venice 144m2, đường thông 17m, đối diện công viên, có thang máy",https://batdongsan.vn/ban-biet-thu-song-lap-vinhomes-venice-144m2-duong-thong-17m-doi-dien-cong-vien-co-thang-may-r76130
453,"
														20 triệu														/tháng													",115,3,2," Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",, 77651, 16:51 09/03/2022,"Gia đình cần cho thuê gấp căn hộ 3PN đầy đủ tòa T10 Times City, giá 20 triệu/tháng, khách chỉ việc xách vali vào ở luôn. 
Liên hệ: 0813489555. 
- Diện tích căn hộ 115m2. Thiết kế vuông vắn: 3PN + 1 PK + 2 WC + 1 bếp. Nhà ở giữ gìn. 
- Nội thất đầy đủ khách chỉ việc xách vali vào ở, chủ nhà dễ tính. 
- Tiện ích: Bể bơi ngoài trời, sân chơi thể thao, đường dạo bộ, sân chơi trẻ em, gần trường học Vinschool liên cấp và bệnh viện tiêu chuẩn quốc tế... 
- Giá cho thuê: 20 triệu/tháng. 
* Biểu phí dịch vụ. 
- Phí điện nước theo giá nhà nước. 
- Phí gửi xe máy: 45.000 VNĐ/tháng/xe. 
- Phí gửi xe ô tô: 1.250.000 VNĐ/tháng/xe. 
- Liên hệ: 0813489555. 
Để được tư vấn và đi xem trực tiếp căn hộ (hoàn toàn miễn phí).",Cho thuê căn 3 phòng ngủ 115m2 full đồ Times City giá 20tr/tháng vào luôn. LH: 0813489555,https://batdongsan.vn/cho-thue-can-3-phong-ngu-115m2-full-do-times-city-gia-20trthang-vao-luon-lh-0813489555-r77651
454,"
														26 triệu														/tháng													",35,,," Dự án Vinhomes Smart City, Đường Đại lộ Thăng Long, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",, 52094, 22:26 24/02/2022,"Vinhomes Smart City. 
- Duy nhất một căn shop chân đế cho thuê 26tr/tháng. Vị trí đẹp gần sảnh 2 tòa nhà tổng 1500 căn hộ. 
- Phù hợp nhiều loại hình kinh doanh như: Hiệu thuốc, trà sữa, spa, cửa hàng giặt là,... 
Anh chị vui lòng liên hệ SĐT/zalo: 0931.226.998 để được tư vấn.",Cho thuê shop chân đế - mặt sảnh 2 tòa 1500 căn hộ - giá 26tr/tháng,https://batdongsan.vn/cho-thue-shop-chan-de-mat-sanh-2-toa-1500-can-ho-gia-26trthang-r52094
455,"
														15 triệu														/tháng													",116,,," Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",, 67862, 14:06 04/03/2022,"- Mặt bằng nội khu thích hợp làm cafe, quán ăn. 

- Vị trí gần hồ bơi, khu vui chơi trẻ em dễ thu hút khách gia đình. 

- Mặt bằng đẹp, mới, sẵn sàng đưa vào hoạt động. 

- Liên hệ xem shop: Ms Thủy 0919 960 689.",Cho thuê shophouse nội khu Mizuki 15 triệu/tháng,https://batdongsan.vn/cho-thue-shophouse-noi-khu-mizuki-15-trieuthang-r67862
456,"
														1.82 tỷ																											",279,,," 26 HỜ TÙNG MẬU ,P1 , TP BẢO LỘC",, 80342, 09:22 22/04/2022,"Diện tích : 279m2 .
Toạ lạc tại Lộc châu
Mặt tiền 10m
Có 200m2 thổ cư
Vị trí : nằm trên đường Trương Định cách quộc lộ 20 - 200m
Tiện ích : Đất bằng , Đường nhựa 5m
đông dân cư , gần trường học , chợ , UBND ...
Pháp lí : sổ sách đầy đủ
LH : 0965780538 Ms Thảo",Cần trả nợ gấp bán nhanh lô đất trung tâm tp Bảo Lộc,https://batdongsan.vn/can-tra-no-gap-ban-nhanh-lo-dat-trung-tam-tp-bao-loc-r80342
457,"
														3.25 tỷ																											",92,2,1," A1_shophouse Sunview Town, Thủ Đức, Hồ Chí Minh",, 63506, 19:46 02/03/2022,"Chủ cần bán căn hộ Shophouse chung cư Sunview Town, phường Hiệp Bình Phước, Thủ Đức. 
- Diện tích: 92,7m2 thiết kế 1 trệt 1 lầu 
- Giá bán: 3 tỉ 250 triệu 
- Đang sẵn hợp đồng thuê lâu dài 
- Đã có sổ hồng riêng, ngân hàng hỗ trợ cho vay tối đa 80% tùy thu nhập khách hàng. 

* TỔNG QUAN TẠI CHUNG CƯ SUNVIEW TOWN. 
Vị trí: 18 Đường Gò Dưa, Thủ Đức, Hồ Chí Minh. 
Chủ đầu tư: Công ty Cổ phần Tập đoàn Đất Xanh. 
Số block: 4 Số tầng: 18 tầng. 
Số căn hộ: 1603 căn hộ + 36 căn Shop Hhouse. 
Diện tích căn hộ: 45m - 91m. 
Tổng diện tích: 36697 ha. 
Mật độ xây dựng: 25%. 
Thời gian bàn giao: 10/2015 đến 12/2016. 
____________ 
Chi phí chung cư hợp lý: 
Phí quản lý thấp: 6900đ/m2. 
Phí giữ xe máy: 100,000đ/xe máy. 
Phí giữ xe máy: 100,000đ/xe máy. 
* Chương trình vay lãi suất tốt. 
(1) Quỹ phát triển nhà ở - mua nhà lãi suất 4.7% cố định 15 năm (~gói 30 nghìn tỷ). 
(2) Gói lãi suất vay ưu đãi vay thế chấp BĐS: 
Gói cố định 1 năm đầu: 6.2%. 
Gói cố định 3 năm đầu: 7.6%. 
Gói cố định 5 năm đầu: 
+ Năm 1: 5.49%. 
+ Năm 2 - 5: 7.8%. 
* Phương thức tính số tiền thanh toán: Gốc chia đều, lãi theo dư nợ giảm dần. 
* Lãi suất sau ưu đãi là SPR12M - 0.5%. Vd lãi thả nổi hiện nay 8.31% - 0.5%= 7.81%. 
* Thời hạn vay tối đa 25 năm. 
* Phí phạt trả sớm: 
- Năm 1: 4%. 
- Năm 2: 3%. 
- Năm 3: 1%. 
- Năm 4: 0.5%. 
- Từ năm 5 là miễn phạt. 
Thông tin bảng lãi chi tiết tại: |zalo. Me/0834348287. 
* Tiện Ích Sunview Town. 
- Hồ bơi tràn diện tích mặt nước 400m2. 
- Gym, spa, thời trang mẹ và bé. 
- Trường mầm non cho trẻ từ 1 5 tuổi. 
- Cà phê, Quán ăn. 
- Siêu thị, cửa hàng tiện lợi 24h. 
- Công viên nội khu + Công viên ven kênh xanh mát. 
Cộng Đông cư dân Tri thức - Ban Quản Trị chu đáo, nhiệt tình. 
Anh chị xem hình cần thêm thông tin nhắn em nhé ???? 
Zalo.me/0834348287 
Em ở A2-002TM Căn hộ Sunview Town Bán - Thuê","Shophouse Sunview Town giá 3,250 tỉ. Lh: 08,3434,8287",https://batdongsan.vn/shophouse-sunview-town-gia-3250-ti-lh-0834348287-r63506
458,"
														30 triệu														/tháng													",150,4,4," Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",, 74787, 08:26 08/03/2022,"+ Cho thuê shophouse/ biệt thự song lập Hải Âu 02 - 15x. DT đất 150m2 xây 4 tầng, mặt tiền 8,2m, nhà đã hoàn thiện xong, mỗi tầng 1 phòng 1 phụ, phía sau view biển hồ, đường trước nhà 30m, vỉa hè rộng 6m. Giá cho thuê 30 triệu/ tháng. 

+ Cho thuê tầng 3 và tầng 4 căn shophouse Sao Biển. Tổng DT sử dụng 120m2, hoàn thiện đẹp, View hồ 24,5ha. Giá 2 tầng 9 triệu/ tháng (có thể cho thuê lẻ từng tầng). 

+ Cho thuê tầng 1 và tầng 2 shop TMDV Hải Âu 11. Diện tích sử dụng mỗi tầng là 75m2, tổng DTXD 145m2, đã hoàn thiện đẹp, chủ nhà ở tầng trên, gần TTTM Vincom. Giá 15 triệu/ tháng. 

+ Cho thuê biệt thự song lập Sao Biển 17 view biển nước mặn 6,1ha. DT 150m2 xây 4T, có sân vườn, đường thông. Giá thuê thô 18 triệu/ tháng. Hợp đồng lâu dài, giá cả ổn định. 

+ Cho thuê tầng 1 căn shophouse Hải Âu 02. DT 126m2, đã hoàn thiện đẹp trần, từng, sàn, điều hòa, nhà vệ sinh rất đẹp. Giá cho thuê 19 triệu/ tháng có TL. 

+ Cho thuê shophouse măt đường lớn 52m. DT 70m2 xây 5T, đã hoàn thiện xong, mỗi tầng 1 phòng 1 phụ. Giá 25 triệu/ tháng. 

+ Cho thuê chân đế 2 tầng, dưới tòa chung cư. DTXD 110m2, nhìn đường lớn 30m, cạnh sảnh chung cư. Giá 27 triệu/ tháng có thương lượng. 

+ Cho thuê Liền kề Sao Biển. DT 90m2 xây 4T, View bể bơi, công viên, đã hoàn thiện xong, có thang máy, vào ở ngay. Giá 30 triệu/ tháng. 

+ Cho thuê shophouse Sao Biển 23, nhìn mặt đường lớn 40m. DT 67,5m2 xây dựng 5T, hoàn thiện đẹp, mỗi tầng 1 phòng 1 phụ, đầy đủ tiện nghi. Giá 30 triệu/ tháng. 

+ Cho thuê Biệt thự Ngọc Trai. DT 152m2 xây 4T, có sân vườn, mỗi tầng 2 phòng, nội thất đẹp, tiện nghi. Giá 40 triệu/ tháng. 

+ Cho thuê cả cặp shophouse Sao Biển 23. DTXD 530m2 xây 5T, có 2MT nhìn đường lớn 40m, hoàn thiện có thang máy kính, điều hòa âm trần, đầy đủ tiện nghi, gần Vincom... Thuận tiện kinh doanh, kết hợp để ở. Giá 55 triệu/ tháng. 

+ Cho thuê Shophouse Biệt thự Sao biển 19. DT 140m2 xây 4T, MT 9m, đã hoàn thiện xong rất đẹp, View biển nước mặn, thuận tiện kinh doanh, văn phòng. Giá 65 triệu/ tháng. 

+ Cho thuê Shohpouse, Biệt thự đơn lập Hải âu 01. DT 280m2 xây 4T, MT 14m, View biển hồ, rất thuận tiện kinh doanh nhà hàng ăn uống... Giá 80 triệu/ tháng. 

+ Cho thuê Shophouse Hải âu 02. DT 300m2 xây 4T, MT 17m, đã hoàn thiện xong, nội thất cao cấp, có thang máy. Giá 120 triệu/ tháng có TL. 

+ Quý khách hàng quan tâm, xin liên hệ: 
- Công ty Bất động sản Ngọc Hân Luxury. 
- Địa chỉ: Biệt thự Sao biển 19 - 42 View biển nước mặn 6,1ha. 
- Hotline: 0392.688.882 (ĐT, Zalo). 
- Chuyên nhận: Ký gửi, Mua bán, Chuyển nhượng, Cho thuê bất động sản tại dự án Vinhomes Ocean Park.","Cho thuê shophouse HA02 - 15x. DT 150m2 x 4T, đã hoàn thiện xong, giá 30 triệu/tháng",https://batdongsan.vn/cho-thue-shophouse-ha02-15x-dt-150m2-x-4t-da-hoan-thien-xong-gia-30-trieuthang-r74787
